Job Title,Job_URL,EX_level_demand,Time_Limitation,Search_Keyword,Posted_from,Description,Category1_URL_search,Category_1,highlight,Category2_URL_search,Category_2,Category3_URL_search,Category_3,Category4_URL_search,Category_4,Category5_URL_search,Category_5,Category6_URL_search,Category_6,Category7_URL_search,Category_7,Category8_URL_search,Category_8,Category9_URL_search,Category_9,Applicants_Num,Payment_Situation,Enterprise_Client,Freelancers_Num,Spent($),Client_Country,Connects_Num,New_Connects_Num,Rating,Feedback_Num,Payment_type,Job_Cost,Hourly_Rate,Start_rate,End_rate
"PDF data scraping, parsing, extraction and insert into system using API",https://www.upwork.com/jobs/PDF-span-data-span-scraping-parsing-extraction-and-insert-into-system-using-API_~015a19ac24749f16e3/,Intermediate,,Data_science,3 hours ago,"PDF data scraping, parsing, extraction and insert into system using API

We need a person to write a pdf parser that can extract the fields we are looking for and put it into a format we can then use  to push into the api
We need to point out each field we want from the pdf for the freelancer.
1. upload pdf
2.extract data
3. save data as json into database

Attached are two sample PDF that we need to extract and put into JSON Format

PDF Extraction Information

Date at the top
Reference number at the top
Location, Dates and times, Name of product, product type of each product
The items with taxi icon is a transportation (Need all fields in this section)
Tour Items start with the word tour (Need all fields in this section)
Hotel Items have the hotel bed icon and end with the words Check In (Has Checkin Time), Check Out(Check out time) or Stay
(Need all fields in this section)


After upload and parsing, add all the items into another system by api

API
Take structured JSON data and use a well documented api http://docs.umapped.com/inbox/ to add all data into the target system. The data consists of travel related information. Dates, hotel, flight, tours, etc.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730405085184,Data Scraping,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580482566246400,API Integration,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626717876699136,Automation,,,,,,,,,,,,,10 to 15,Payment verified,,1,1000,United States,4,8,,0,Fixed-price,$300 ,,0,
Retail Automotive Sales data visualization for marketing,https://www.upwork.com/jobs/Retail-Automotive-Sales-span-data-span-visualization-for-marketing_~015a67e4f203a30890/,Intermediate,"Less than 1 month, Less than 30 hrs/week",Data_science,3 hours ago,"I'm wanting to visualize vehicle sales trends data for Ohio. 

Year over year-changes, 
Top brands sold by ranking. 
Top selling vehicle rankings 
Top selling segments / Truck, SUV, Sedans 
Top Dealers sales ranking.

What is selling, what is NOT selling 

EV sales both new and used YOY.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1052162208890146823,Data Visualization,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626770452299776,Presentations,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626759018627072,Microsoft Power BI,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626784704544768,Tableau,,,,,,,,,,,15 to 20,Payment verified,,1,1000,United States,2,4,5,3,Hourly,,$45.00-$70.00,$45.00 ,$70.00 
QGIS Real Estate Valuation Specialist,https://www.upwork.com/jobs/QGIS-Real-Estate-Valuation-Specialist_~0121850f9b3b47b95d/,Expert,"More than 6 months, not_sure",Data_science,3 hours ago,"We are seeking a real estate valuation specialist who is fluent in real estate datasets and an expert in QGIS. The ideal candidate should have experience in analyzing and interpreting real estate data, and be able to utilize QGIS with our custom bulk tools to price real estate at scale.

The candidate should be proficient in market analysis, data collection, and data organization to ensure accuracy in the valuation of properties.

Responsibilities:

Conduct market research and analysis to determine the value of a property

Analyze and interpret data to identify trends and patterns in the real estate market

Work with other team members to collect, organize, and analyze data to ensure accuracy

Develop and maintain a database of property information, sales history, and other relevant data

Communicate findings and recommendations to manager in a clear and concise manner",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626741159280640,Geospatial Data,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626772306182144,QGIS,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626773740634112,Real Estate Appraisal,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580675537784832,Real Estate,,,,,,,,,,,Less than 5,Payment verified,,1,300000,United States,6,12,4.8681194,90,Hourly,,$10.00-$15.00,$10.00 ,$15.00 
SQL timeout expired issue,https://www.upwork.com/jobs/SQL-timeout-expired-issue_~014b298c10ea59c56f/,Intermediate,"Less than 1 month, Less than 30 hrs/week",Data_science,3 hours ago,"Can you please take a look at our issue and let me know if it is a project you might be able to help with?

We have an electronic health record application that runs on 2019 SQL Express. We have used this windows application for a number of years without a problem. Within the last 3 months, the program on multiple client stations will ""time out"" when not used for any length of time (could be 10 minutes unattended, could be 2 hours). If using the program continuously, the program works great and never times out.  From our perspective, as soon as we hover over the application AFTER the program has been left idle for a while, we see the Windows blue spinning circle of death.  The program says ""not responding"" and asks if we want to close or wait. If we force close, it can be opened again within a minute and it works fine...until the next time it is left idle. If we don't force close and choose to wait, it will struggle but ultimately connect again within 5 minutes.

I believe the application is somehow losing connection to the database or leaving connections open. The code for the program has not changed in 8+ years, so I don't know why it would be leaving connections open all of a sudden. We were using it successfully on earlier versions of SQL express and have been using it successfully on SQL 2019 for the past 4 years.  The issue started on the host computer and seems to have spread over the past 3 months to other computers. 

Most of the time, we don't see any error messages when it isn't responding. Sometimes, we see error messages that state: "".....Timeout expired: The timeout period elapsed prior to obtaining a connection from the pool. This may have occurred because all pooled connections were in use and max pool size was reached."" I've attached some reports that may give add'l info. Below are some other things we've tried or noticed.

    This only happens on 6 of the 8 client stations we normally have open. The other 2 are unaffected. Interestingly, the unaffected 2 clients are running Windows 10 v 21H2 (19044.2486). However, I have another machine with the issue that is running that same exact version. For the other offending machines:  Three are running Windows 10 v22H2. The other two offending machines, including the host, are running 22H2 windows 11. 
    I've tried uninstalling the program and re-installing from scratch...no change on the affected client stations or host station.
    I put in a new router...no change. 
    All affected and unaffected computers are using Ethernet connections.
    The issue occurs even when the host (or single client) computer is the only station using the application to connect to the database. In other words, it doesn't seem to matter whether 1 computer or 8 computers are connected. 
    When one client is experiencing the issue, the other clients could still be functioning just fine. In other words, a time-out from one station doesn't affect the ability for the other stations to work perfectly at that exact time.
    My switch seems functional. I've even bypassed the switch and connected the host computer to the router directly via ethernet/LAN. No change...the host computer can still timeout when the application is idle.
    I placed the database on a different computer, granted it was another one of the problematic stations.  I restored my database on that computer and pointed the application at the new server, same symptoms.
    I tried connecting/pointing my application to the host computer by using computer name, IP Address, and also my public IP address through an open port. It doesn't seem to affect which way I get to the database...it errors out if left idle.
    The clients that are working are running the same Avast antivirus. 
    We have not made any changes to our firewalls or installed any new software.
    One obscure post talked about a port scanner rootkit that may be causing the errors. However, my avast and windows defender have not picked up on on anything.

Let me know if you think you could help.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626787380510720,Transact-SQL,,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626728723169280,SAP Crystal Reports,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628025274380,C#,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626782544478208,SQL Server Integration Services,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626759224147968,Microsoft SQL Server Administration,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364627995914245,MongoDB,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626756359438336,MariaDB,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626784704544768,Tableau,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628000108546,PostgreSQL,5 to 10,Payment unverified,,1,0,United States,1,2,,0,Hourly,,,0,
Technical content and copywriter - Data Science and AI,https://www.upwork.com/jobs/Technical-content-and-copywriter-span-Data-span-span-Science-span-and_~014755ff017bc640d4/,Expert,"More than 6 months, Less than 30 hrs/week",Data_science,3 hours ago,"Hop is a Data Science and Analytics talent engagement and recruiting company. It focuses exclusively on placing Data Scientists and Machine Learning Engineers for direct-hire roles only. 

We are in search of a seasoned writer with in-depth knowledge of Artificial Intelligence, Data Science, Analytics, and the talent market for Data Science professionals. You will collaborate closely with the founder and Senior Director of Talent Acquisition to craft compelling content for a diverse audience, attract top talent and engage potential customers. Your responsibilities will range from creating web content to crafting social media posts to help us increase our social media presence across platforms such as Twitter, Facebook, LinkedIn, and YouTube.

The job requirements include, but are not limited to, the following:

Optimize content using SEO best practices
Curate, research, and write blog posts on topics relevant to the audience
Round up news, job opportunities, and other current events in data science and communicate to the audience
Career Advice for Data Scientists: content that provides career advice and guidance for data scientists, such as tips on how to prepare for a data science interview, how to build a strong data science portfolio, and how to navigate the job market, etc.
Behind-the-Scenes Insights: contents sharing a behind-the-scenes process of finding and placing top data science talent. 
Highlight our Success Stories: case studies and success stories that showcase our company's experience and success in placing top data science talent with clients. 
Share Industry Insights: create unique and valuable insights into the data science industry, such as market trends, emerging technologies, and best practices for data science hiring.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730384113664,Data Science,Data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626785442742272,Technical Writing,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580739563835392,White Paper,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626715993456640,Article Writing,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626755474440192,Machine Learning,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580502791180288,Blog Content,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626720410058752,Blog Writing,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580696895180800,Social Media Content,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626716094119936,Artificial Intelligence,Less than 5,Payment unverified,,1,0,United States,4,8,,0,Hourly,,,0,
Looking for arduino expert,https://www.upwork.com/jobs/Looking-for-arduino-expert_~015671600618c249cf/,Intermediate,"Less than 1 month, Less than 30 hrs/week",Data_science,3 hours ago,"Private individual is looking for a professional for consultancy and consequent development of a project on the Audino platform, specifically in the field of industrial machines.

We are only looking for professionals who speak the Italian language fluently.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580528359657472,Control Engineering,,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626764567691264,OpenCV,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626747635286016,Industrial Engineering,,,,,,,,,,,,,Less than 5,Payment unverified,,1,0,Italy,2,4,,0,Hourly,,,0,
Developer(s) for financial services App with AI Component,https://www.upwork.com/jobs/Developer-for-financial-services-App-with-Component_~0119d25f9706b53642/,Expert,"3 to 6 months, Hours to be determined",Data_science,3 hours ago,"Looking for specialists to assist with the development of an MVP for a new company.  We have a Product  Requirements Document (PRD). The system will need to integrate with common financial APIs to access bank, credit card, and other financial data. As such security and compliance will be an important part of any development effort. 

It would be very helpful if candidates had a working to high-level knowledge of finance and financial services and markets. Specifically the US. 

What we would like with any proposal is a work breakdown structure to support any proposed pricing. Demonstrated experience with financial APIs that can pull bank information, credit card information, and credit scores are required.  Also, a practical understanding of security and audit requirements as the business would likely be subject to security and audit review. 

Working with AI is also important as part of the product is a virtual agent tied to the customer and their needs. All of this is laid out in the PRD.

We are a new company with a limited budget so experience working with startups is required. Our goal is to build a working business so you will not be hearing about how we will be the next Uber, Unicorn etc as this is the real world.  Also, this has nothing to do with Crypto or Blockchain and we have no interest in that. 

 If we can find a developer (s) who can work with us the next step would be a mockup to be used in a market validation campaign. Once that is finished and we validate market interest full development would start. 

If the launch is successful and we raise additional capital this can become a long-term engagement.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1549040137417920512,FinTech,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626716094119936,Artificial Intelligence,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1623716863985192960,Azure OpenAI,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626755474440192,Machine Learning,,,,,,,,,,,5 to 10,Payment verified,,1,0,United States,6,12,,0,Hourly,,,0,
Tag Manager Implementation,https://www.upwork.com/jobs/Tag-Manager-Implementation_~01ff47061e13591561/,Expert,"Less than 1 month, Less than 30 hrs/week",Data_science,3 hours ago,"Have a website with an iframe multistep form. 
No access to iframe source code - cant place GTM container there. 
I'm tracking iframe form submission at this moment - it sends events but nothing beyond that. I would like to enhance it. 

I want to track form steps when people fill them.

Website: mayflowersydney.com",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626742535012352,Google Tag Manager,,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626741842952192,Google Analytics,,,,,,,,,,,,,,,5 to 10,Payment verified,,1,6000,Canada,2,4,4.98863631,20,Hourly,,$40.00-$75.00,$40.00 ,$75.00 
Scrape Data From County Records,https://www.upwork.com/jobs/Scrape-span-Data-span-From-County-Records_~0182f0ea8d3c0e52dc/,Intermediate,"Less than 1 month, Less than 30 hrs/week",Data_science,4 hours ago,"I am looking for someone that can implement a scraping solution on some of our local county websites into a Google Sheet. Pre-Foreclosures, Foreclosures, Probate, Tax Delinquents, Divorce, and Liens",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730405085184,Data Scraping,Data,,,,,,,,,,,,,,,,,5 to 10,Payment verified,,1,100,United States,2,4,,0,Hourly,,$25.00-$50.00,$25.00 ,$50.00 
E-Commerce Account Manager - Amazon Seller Walmart Seller,https://www.upwork.com/jobs/Commerce-Account-Manager-Amazon-Seller-Walmart-Seller_~019e39f0539dccdbbd/,Entry level,"More than 6 months, Less than 30 hrs/week",Data_science,4 hours ago,"We are seeking a full-time E-Commerce Account Manager to assist in Amazon and Walmart data analysis and reporting

The Account Manager will be responsible for daily and weekly reporting along with assisting the team in product management and analysis.  

Amazon Seller, Walmart Seller

Willing to train for this position.  
Annapolis, MD office

-Develop and manage campaigns to increase digital sales
-Create, maintain, optimize and improve our listings on various marketplaces to increase product rankings and sales
-Manage the products reviews on the marketplaces
-Analyze reports from marketplaces to translate insight and growth tactics
-Monitor KPIs (conversion rates, ROI, costs)
-Monitor and manage inventory levels, to include coordination with our plants
-Manage and optimize SEO and SEM strategies
-Report performance of all aspects of e-commerce initiatives

Preferred Requirements and Qualifications
-Bachelor’s Degree in Finance, Accounting, Marketing (Not Required)
-Advanced Excel and Reporting REQUIRED
-Analytical skills
-Great communication skills

Not all SKILLS are required. We are looking to build a team of diversity in all aspects of E-Commerce.  Willing to train!",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626729515892736,Data Analysis,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342885563740160,Marketing Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342891473514496,Product Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342893717467136,Sales Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1225465936942960640,Dashboard,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626770452299776,Presentations,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342892501118976,Query Development,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580677601382400,Report,,,5 to 10,Payment verified,,3,,United States,6,12,5,1,Hourly,,$20.00-$32.00,$20.00 ,$32.00 
Data Scientest in need for Google Analytics support,https://www.upwork.com/jobs/span-Data-span-Scientest-need-for-Google-Analytics-support_~019645764e507985d3/,Expert,,Data_science,4 hours ago,"I need to obtain raw hit - level data from Google Analytics which are something like
user_id, event_type, campaign_id, timestamp,

where event_type could be a click on a picture, page opening and scroll and campaign_id is a marketing source of the visit

Each row of a table is an event.

I suppose I want to obtain this data by API with python as a life feed and/or a history and to save into a database.

I will apply this technique with my client who is an e-commerce website, so API rate is a consideration.

I will use my website as a sandbox.

I expect you would explain to me on how to do this in a series of life video calls and share some of your code, if needed. I am a datascientest, python developer  and machine learning practitioner, so will cope with it.

Thank you!",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626741842952192,Google Analytics,Data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628025274386,Python,,,,,,,,,,,,,,,Less than 5,Payment verified,,1,0,Portugal,4,8,,0,Fixed-price,$50 ,,0,
Nifi API  and Splunk dashboard,https://www.upwork.com/jobs/Nifi-API-and-Splunk-dashboard_~0149da84e7cace3b7e/,Expert,,Data_science,4 hours ago,"Base of this 1 project which I've already implemented
https://github.com/kudawdev/nifi-monitoring-splunk


I would like to improve my spunk dashboard with new functions like:

1. Platform availability  , monitor in splunk dashboard   availability of the cluster and single instance - which I'm already doing in this moment

(image in attachment section)1. Platform availability.JPG

2. Data completeness - mean to verify the data/traffic which I can see only in Status History of the processor

in the image attached,  scenario ProcessGroupId ,componentIds , that number is  to take in considerations

(image in attachment section)2 Data completeness.jpg


3. Data Latency   (Average Lineage Duration)practically to have statistics which are in Nifi under Status History directly under Splunk dashboard   and view the data.

Example:
Average Lineage Duration  base of the host part of the clusters

In the image  is   marked th enumber I need to take in consideration
(image in attachment section) 3. Data Latency Average Lineage Duration.jpg

All this information can be obtained using interrogation of API

Idea is to use python script which interrogate API (using  nifi certificate)
generate a file /json which will be fetch from the host by splunk agent/forwarder

- python will be on every instance in the cluster.
- if one instance is down , maybe and.



My configuration are:
-  9 nifi instances in the  cluster
- Splunk 8 is enterprise and can't use Add one /due to multiple search head and multiple indexes  duplication data.
- I'm not using splunk HEC 

Please let me know if you need more informations",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626782141825024,Splunk,Data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626713636257792,Apache NiFi,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580482322976768,API,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628025274386,Python,,,,,,,,,,,Less than 5,Payment unverified,,1,0,Romania,2,4,,0,Fixed-price,$150 ,,0,
Visage - Build a Salesforce Dashboard from Hubspot Data,https://www.upwork.com/jobs/Visage-Build-Salesforce-Dashboard-from-Hubspot-span-Data-span_~0165618d9f75733fbf/,Intermediate,"Less than 1 month, Less than 30 hrs/week",Data_science,4 hours ago,"Hello!
We have a client who has Hubspot and Salesforce set up and synced already. We have a Hubspot dashboard and we want to build the same (or similar) dashboard in Salesforce. 

The information is already passed into Salesforce from Hubspot, but we need a dashboard for easy visualization. 

The dashboard currently includes: 
- A list of Current MQLs
- Number of contacts by lifecycle stage
- Campaigns by contacts created
- Contacts created by source

I've attached a screenshot of the Hubspot dashboard (with some sensitive information removed) so you can see what we are pulling now. 

Please respond with an approximate estimate of hours for this project. If you need more information to provide the estimate, please ask! Submissions without the hours estimate will not be considered for this project. 

Thanks!",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1225465936942960640,Dashboard,Data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626745198395392,HubSpot,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626776555012096,Salesforce CRM,,,,,,,,,,,,,5 to 10,Payment verified,,1,30000,United States,2,4,5,44,Hourly,,$45.00-$70.00,$45.00 ,$70.00 
Scraping expert needed,https://www.upwork.com/jobs/Scraping-expert-needed_~018305aa86823d0590/,Expert,,Data_science,4 hours ago,"We need a true expert in data scraping.

We would prefer to have the script set up for us, we can get a small server if needed but if it will need a complex structure then we are ready to do a compromise for 1-time data extraction as well.

This is not a job for beginners.

We need this job to be completed in max 24 hrs

The website where the data is located has data protection in steps. the first step is to use the ""active"" filter on top of the list so that it will only give you the list of active people. (The website gives you this option to select the active members only)
The total number of records in the active list will be approx. 12000.


2nd step, click on the record, the record will open in a popup on the same screen, at the bottom of the popup there is going to be a link

3rd step, click the link, and then another popup will open with the details like name, email, phone number, and website. ""THIS RECORD IS IN THE IMAGE FORMAT"" that means it cannot be copied only by simply selecting it.

All the data from the image has to be extracted to excel",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730405085184,Data Scraping,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=996364628025274386,Python,,,,,,,,,,,,,,,10 to 15,Payment verified,,1,60000,Canada,4,8,4.3219557,93,Fixed-price,$200 ,,0,
Retail and Manufacturing Data  Analytics,https://www.upwork.com/jobs/Retail-and-Manufacturing-span-Data-span-Analytics_~01228bcccda1555890/,Expert,"3 to 6 months, Less than 30 hrs/week",Data_science,4 hours ago,"Ecomm business is looking for Data analysis person to dig into product margins, COGs, retail price testing for maximizing profitability. Pricing philosophy.
Also job entails looking into our raw goods manufacturing yields for our build of materials.
Data must be highly accurate.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626729515892736,Data Analysis,Data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1052162208890146823,Data Visualization,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626708179468288,A/B Testing,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342885563740160,Marketing Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342889003069440,Operations Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342891473514496,Product Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1253342893717467136,Sales Analytics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1225465936942960640,Dashboard,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626721978728448,Business Intelligence,15 to 20,Payment verified,,1,2000,United States,6,12,5,11,Hourly,,$25.00-$130.00,$25.00 ,$130.00 
Web Scraper and Database Creator,https://www.upwork.com/jobs/Web-Scraper-and-Database-Creator_~0115f34d62f1455867/,Expert,"Less than 1 month, not_sure",Data_science,4 hours ago,"Job Title: Web Scraper and Database Creator

Job Summary:
The Web Scraper and Database Creator will be responsible for designing and implementing web scraping tools to extract data from various sources, and building databases to organize and store the collected data. The scraper will work closely with cross-functional teams to understand data requirements and develop efficient and accurate web scraping processes. The scraper will also be responsible for maintaining and updating the databases, and ensuring that the data is accurate and up-to-date.

Key Responsibilities:
•	Develop and implement web scraping tools to extract data from various sources
•	Collaborate with cross-functional teams to understand data requirements and develop efficient and accurate web scraping processes
•	Write efficient and clean code to scrape web pages and extract data
•	Use automated tools to process large amounts of data quickly and accurately
•	Build and maintain databases to store the collected data
•	Ensure that the data is accurate, up-to-date, and organized in a user-friendly manner
•	Monitor and troubleshoot any issues with the web scraping tools or databases
•	Stay up-to-date with the latest web scraping and database technologies and best practices
•	Provide guidance and training to other team members on the use of web scraping tools and databases
Qualifications:
•	Bachelor's or Master's degree in computer science or a related field
•	3+ years of experience in web scraping and database creation
•	Proficiency in programming languages such as Python or Ruby
•	Experience with web scraping tools such as Beautiful Soup or Scrapy
•	Experience with database technologies such as MySQL or MongoDB
•	Strong analytical and problem-solving skills
•	Strong attention to detail and ability to work independently
•	Ability to work well under pressure and meet tight deadlines
•	Excellent communication and collaboration skills
•	Knowledge of data cleaning and processing techniques
•	Familiarity with big data and data analysis tools is a plus",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626729515892736,Data Analysis,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1504884906003529729,Web Scraping,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626756485267456,Market Research,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626756405575680,Market Analysis,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626721903230976,Business Analysis,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626774663380992,Researcher,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626758615973888,Microsoft Excel,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626726131089408,Competitive Analysis,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1204836444537995264,Audience Segmentation & Targeting,20 to 50,Payment verified,,1,100,United States,2,4,,0,Hourly,,$40.00-$75.00,$40.00 ,$75.00 
"Need Qualtrics and Tableau expert to help with survey design, debugging, and data reporting",https://www.upwork.com/jobs/Need-Qualtrics-and-Tableau-expert-help-with-survey-design-debugging-and-span-data-span-reporting_~010af5a5aa25eda1f7/,Expert,"3 to 6 months, Less than 30 hrs/week",Data_science,4 hours ago,"We are a healthcare market research company in Boston and we often do qualitative and quantitative projects using the Qualtrics platform, and we need help with some of the larger, more complex surveys and projects --  especially with survey design, optimization, debugging, and data analytics.

We are also looking for someone to help integrate our survey data with a data visualization platform like Tableau for client reports.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626729515892736,Data Analysis,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626784704544768,Tableau,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626772763361280,Quantitative Analysis,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626772721418240,Qualtrics,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626783848906752,Survey Design,,,,,,,,,15 to 20,Payment verified,,1,80000,United States,6,12,4.965622421,67,Hourly,,$75.00-$125.00,$75.00 ,$125.00 
Excel Expertise to enhance reporting capabilities,https://www.upwork.com/jobs/Excel-Expertise-enhance-reporting-capabilities_~011876d86fee26b791/,Expert,"1 to 3 months, Less than 30 hrs/week",Data_science,4 hours ago,"Our team uses Excel for hours reporting and project tracking. The current sheet we use displays a forecast of hours available that our team consumes, and we enter data as we work to use that bucket of hours.

I'd like to significantly enhance the capabilities of this report. I'm looking for expertise on how to do this. I'd like to implement some pivot tables to better organize the data, as well as some charts to visualize.
When the actuals are entered, I'd like reports on overages, and how that impacts the remaining hours.
Some examples of the enhancements:
-Show hours by consultant
-Show hours by project
-Show hours by custom date range

While specialization in this project is preferred, I am looking for a long-term relationship so that I have someone to assist with future Excel projects that our organization requires.",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626729515892736,Data Analysis,data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730136649728,Data Entry,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1110580677601382400,Report,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626758615973888,Microsoft Excel,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626793550331904,Virtual Assistant,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626742073638912,Google Docs,,,,,,,20 to 50,Payment verified,,1,700,United States,6,12,5,1,Hourly,,$15.00-$45.00,$15.00 ,$45.00 
Data Mining,https://www.upwork.com/jobs/span-Data-span-Mining_~015dd5ccfee57fad8a/,Entry level,,Data_science,4 hours ago,Research email addresses for healthcare businesses and post on a spreadsheet.,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626730287644672,Data Mining,Data,,,,,,,,,,,,,,,,,20 to 50,Payment verified,,1,10000,United States,4,8,5,7,Fixed-price,$100 ,,0,
Data Migration task on BigQuery,https://www.upwork.com/jobs/span-Data-span-Migration-task-BigQuery_~01cda1b96d555bb2c9/,Intermediate,"Less than 1 month, Less than 30 hrs/week",Data_science,4 hours ago,"Hello!

We have some Data in BigQuery table, we need to move them to another BigQuery table.
Also need to write some Queries that purges old Data periodically.

Admin,
Trayi Tech",https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626719441174528,BigQuery,Data,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626759018627072,Microsoft Power BI,https://www.upwork.com/nx/jobs/search/?ontology_skill_uid=1031626741842952192,Google Analytics,,,,,,,,,,,,,10 to 15,Payment unverified,,1,0,Canada,1,2,,0,Hourly,,,0,
